make,model,injury_severity,aircraft_damage,aircraft_category,number_of_engines,publication_date,engine_type,purpose_of_flight,weather_condition,total_fatal_injuries,total_serious_injuries,total_minor_injuries,registration_number,investigation_type
Smith,Zodiac 601XL,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N601KS,Accident
CESSNA,152,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Positioning,VMC,0.0,0.0,0.0,N49811,Accident
North American Rockwell Corp.,NA-265-80,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Turbo Fan,Ferry,VMC,0.0,0.0,0.0,N3RP,Accident
CIRRUS DESIGN CORP,SR22,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,2.0,0.0,0.0,N824BJ,Accident
Bellanca,17-30A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N8794V,Accident
KIDD CHRIS,HARMON ROC,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N96KR,Accident
CESSNA,340A,Fatal,Destroyed,Airplane,2.0,25-09-2020,Reciprocating,Personal,IMC,4.0,0.0,0.0,N354TJ,Accident
KAYLOR J E/STRAHLMANN R L,RV-4,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N580RG,Accident
Cessna,172S,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N766PD,Accident
Kral,Series 5 Kitfox,Non-Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N97GK,Accident
Squier,Pauper II,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N70727,Accident
Piper,PA-32R-301T,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N73BL,Accident
Cessna,210,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,1.0,0.0,0.0,N968CC,Accident
de Havilland,DHC-2,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Positioning,VMC,0.0,0.0,0.0,N323KT,Accident
Cessna,172S,Non-Fatal,Minor,Airplane,1.0,25-09-2020,Reciprocating,Unknown,VMC,0.0,0.0,0.0,N53564,Incident
American Aviation,AA-1A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N9483L,Accident
Cessna,C-172RG,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N6562V,Accident
Cessna,207,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Positioning,VMC,0.0,0.0,0.0,N7380U,Accident
Wooters,Lancair ES,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,3.0,0.0,0.0,N329BW,Accident
Cessna,TR182,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N2225T,Accident
Cessna,172SP,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N577SP,Accident
CESSNA,140,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,1.0,0.0,0.0,N3537V,Accident
William P. Crowell,Genesis,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N3449,Accident
Cessna,172RG,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N4726V,Accident
Sonex,Waiex,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N35YX,Accident
Piper,PA-44-180,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,3.0,0.0,N2922X,Accident
Cessna,140,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N72957,Accident
Piper,PA-28-140,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N4998L,Accident
Plocher,SHA-Glasair,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N315LP,Accident
Christen Industries,Eagle II,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N712RP,Accident
Cessna,177RG,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N52495,Accident
Piper,PA-28-235,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N9047W,Accident
Piper,J3C-65,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N26868,Accident
Cessna,P210N,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Business,VMC,0.0,0.0,0.0,N4796K,Accident
Maule,M-7-235,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N997RM,Accident
Beech,23,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N2382J,Accident
Maule,M-7-260C,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N721H,Accident
Beech,A45,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Other Work Use,VMC,0.0,0.0,0.0,N34KF,Accident
Piper,PA-23-250,Fatal,Destroyed,Airplane,2.0,25-09-2020,Reciprocating,Positioning,VMC,1.0,0.0,0.0,N62793,Accident
Cessna,182,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N5407B,Accident
BEECHCRAFT,390,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Turbo Fan,Business,VMC,0.0,0.0,0.0,N16DK,Accident
Cessna,172P,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N62283,Accident
Cessna,305-A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Glider Tow,VMC,0.0,0.0,0.0,N473GF,Accident
Cessna,172S,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N618VT,Accident
Cessna,182K,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N3047Q,Accident
Munson,RV-6A,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,2.0,0.0,0.0,N154RM,Accident
LANCAIR,LC41,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,1.0,0.0,0.0,N621ER,Accident
Steven Hardie,AIR CAM,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N30581,Accident
Cessna,150G,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N10RH,Accident
Clutton Eric,Fred S1,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N4499Y,Accident
Cessna,414A,Fatal,Destroyed,Airplane,2.0,25-09-2020,Reciprocating,Personal,IMC,2.0,0.0,0.0,N41LP,Accident
Piper,PA-22,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N3316A,Accident
Piper,PA-32-300,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N5481T,Accident
Wilson,RV-7,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N331KM,Accident
Cessna,140,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N2086V,Accident
Piper,PA-30,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N8202Y,Accident
Cessna,172N,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N3015E,Accident
Aviat,A-1B,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N47EA,Accident
Raytheon,A36,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N36GJ,Accident
Learjet,35A,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Turbo Jet,Positioning,VMC,0.0,0.0,0.0,N351AS,Accident
Christer,Vans RV9-A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N159AS,Accident
Raytheon Aircraft Company,1900D,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Turbo Prop,Executive/corporate,IMC,0.0,3.0,2.0,N305PC,Accident
BEECH,A36,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Business,IMC,2.0,0.0,0.0,N3815T,Accident
CESSNA,210,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N7337E,Accident
Hardy,Midget Mustang M-1,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N53041,Accident
RANS,S-4 Coyote I,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N215LY,Accident
Cessna,140,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N3527V,Accident
Shaffer,KR-2,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N455JS,Accident
Waco,CTO,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N845V,Accident
Piper,PA 32-300,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N812WM,Accident
Bartle,Lancair IV-P,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,3.0,N811HB,Accident
Cessna,180,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N1732C,Accident
CESSNA,170B,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N8458D,Accident
Cessna,177B,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,2.0,1.0,N49AF,Accident
Piper,PA-44-180,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N318PA,Accident
MOONEY,M20C,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,3.0,0.0,0.0,N591BB,Accident
Beech,B-55,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N4265S,Accident
Cessna,170B,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N2571D,Accident
Piper,PA-28-161,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N9204L,Accident
Ulrich Christen,Velocity XL RG,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,3.0,0.0,1.0,N244CU,Accident
Diamond Aircraft Industries,DA 20,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N859MS,Accident
Cessna,172,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N8366B,Accident
Cessna,172SP,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N107MA,Accident
Cessna,140,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N3536V,Accident
Piper,PA-22-135,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N3212B,Accident
Great Lakes,2T-1A-2,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N22TE,Accident
Cessna,182Q,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N97514,Accident
Piper,PA-38-112,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N9182A,Accident
North American,T-28D,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N8523A,Accident
RAYTHEON AIRCRAFT COMPANY,B36TC,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,1.0,N234MT,Accident
Cessna,172N,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N203GT,Accident
Piper,PA-28-161,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N8400A,Accident
Morrison,Vans RV-8,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N781RV,Accident
Piper,PA-18-150,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N985W,Accident
Piper,PA-28R-200,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N41517,Accident
Cessna,185,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N1224F,Accident
Maule,M-4,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N2039U,Accident
Piper,PA24-260,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N9126P,Accident
Maule,MT-7-235,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N16FE,Accident
ROCKWELL,112TCA,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N4623W,Accident
Cessna,182,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N213LP,Accident
MAULE,M-4,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N51430,Accident
Piper,PA-24,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N146P,Accident
Cessna,172M,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,1.0,N13246,Accident
Cessna,525B,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Turbo Fan,Business,VMC,0.0,0.0,0.0,N400GG,Accident
American Champion (ACAC),7GCAA,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N75SE,Accident
Cessna,172N,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N733LE,Accident
Ritter,RV-10,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N410MR,Accident
Diamond Aircraft Industries,DA 20-C1,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N765DC,Accident
Cessna,172R,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N24619,Accident
Aircraft Mfg & Dev. Co.,CH 2000,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N8500B,Accident
Piper,PA-22,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N1424A,Accident
Cessna,T210M,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,2.0,0.0,0.0,N732RR,Accident
CESSNA,180,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Public Aircraft,VMC,0.0,0.0,0.0,N1044Y,Accident
Cessna,180,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,0.0,2.0,0.0,N66036,Accident
Cessna,172M,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,1.0,0.0,N80318,Accident
Spartan,7W,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N17662,Accident
CESSNA,172,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Aerial Observation,VMC,4.0,0.0,0.0,N284SP,Accident
CESSNA,150F,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N6651F,Accident
Air Tractor,AT602,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Turbo Prop,Aerial Application,VMC,0.0,0.0,0.0,N602KP,Accident
J&J Ultralights,Sea Wing,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N7711Z,Accident
Stinson,108,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N6827M,Accident
Beech,C23,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N9374S,Accident
Air Tractor,AT-301,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Flight Test,VMC,0.0,1.0,0.0,N7302C,Accident
Cirrus Design Corp,SR22,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,2.0,0.0,0.0,N141SR,Accident
Piper,PA-28-181,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N416PA,Accident
MOONEY,M20C,Fatal,Destroyed,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,2.0,0.0,0.0,C-FRSK,Accident
Cessna,150,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N554SP,Accident
Piper,PA-28-181,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N2823L,Accident
Quad City Ultralight Aircraft,Challenger I,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,UNREG,Accident
Cessna,172R,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N53417,Accident
Piper,PA-25-260,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Banner Tow,VMC,0.0,0.0,0.0,N169AB,Accident
Jenkins,RV-7A,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N742MJ,Accident
Cessna,150L,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,2.0,0.0,N19521,Accident
Cessna,180H,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N180LH,Accident
Cessna,180H,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N67WW,Accident
Cirrus,SR22,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N615WM,Accident
Ercoupe (Eng & Research Corp.),415-D,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N3942H,Accident
PIPER,PA32,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Business,VMC,0.0,0.0,0.0,N3304W,Accident
Beech,F90,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Turbo Prop,Personal,VMC,0.0,0.0,0.0,N124BK,Accident
Cessna,210N,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N4943U,Accident
BEECH,BE-76,Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Instructional,VMC,2.0,0.0,0.0,N184AA,Accident
Diamond Aircraft Industries,DA 20-C1,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N954DA,Accident
Cessna,206,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N1386V,Accident
"Rans, Inc.",S12XL,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N166LS,Accident
Piper,PA-44-180,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N730FT,Accident
Gulfstream-Schweizer,G-164B,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Turbo Prop,Aerial Application,VMC,0.0,1.0,0.0,N8148K,Accident
Maule,M-8-235,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N205MX,Accident
Piper,PA32-301FT,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N3105Q,Accident
Grumman-Schweizer,G-164B,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,N63D,Accident
Cessna,180,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N180JP,Accident
Mooney,M20C,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,2.0,0.0,0.0,N2943L,Accident
PIPER,PA 28-161,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N465TC,Accident
Grumman,G-164A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Aerial Application,VMC,0.0,1.0,0.0,N48629,Accident
Ayres,S2R-600,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,N5674X,Accident
Piper,PA-34-200T,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N767PD,Accident
PIPER,PA-28-181,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,1.0,0.0,N432RM,Accident
Cessna,182,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N5338B,Accident
Air Tractor,At-301,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Positioning,VMC,0.0,0.0,0.0,N4427S,Accident
Cessna,172R,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N724PG,Accident
Kenney,RV6,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Flight Test,VMC,0.0,0.0,0.0,N65MK,Accident
Douglas D. Turner,Vans RV8,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N130X,Accident
Piper,PA-28-150,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N50GM,Accident
Piper,PA-28R-201,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N963WW,Accident
PIPER,PA24-260,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N9097P,Accident
BEECH,F33A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N3133W,Accident
CESSNA,P210N,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N4839P,Accident
Hatle,Rans S-12,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N6189,Accident
Beechcraft,35-C33A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N4833J,Accident
Thomas J. Dorsey,Searey,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N202MT,Accident
